date,open,high,low,close,volume
2025-05-06 16:01:00-04:00,94955.0,94956.75,94916.75,94956.75,-1.0
2025-05-06 16:05:00-04:00,94956.75,95025.25,94956.5,94991.25,-1.0
2025-05-06 16:10:00-04:00,94991.25,95030.5,94991.0,95030.25,-1.0
2025-05-06 16:15:00-04:00,95030.25,95030.25,94964.5,94993.25,-1.0
2025-05-06 16:20:00-04:00,94993.25,94993.25,94908.75,94909.0,-1.0
2025-05-06 16:25:00-04:00,94909.0,94909.0,94802.0,94802.25,-1.0
2025-05-06 16:30:00-04:00,94802.25,94802.25,94705.0,94726.0,-1.0
2025-05-06 16:35:00-04:00,94726.0,94726.0,94667.0,94667.25,-1.0
2025-05-06 16:40:00-04:00,94667.25,94725.0,94667.0,94725.0,-1.0
2025-05-06 16:45:00-04:00,94725.0,94741.0,94698.0,94698.25,-1.0
2025-05-06 16:50:00-04:00,94698.25,94720.0,94673.75,94720.0,-1.0
2025-05-06 16:55:00-04:00,94720.0,94772.5,94705.5,94718.25,-1.0
2025-05-06 17:00:00-04:00,94718.25,94796.75,94718.0,94796.75,-1.0
2025-05-06 17:05:00-04:00,94796.75,94801.75,94766.0,94766.25,-1.0
2025-05-06 17:10:00-04:00,94766.25,94766.25,94620.5,94620.75,-1.0
2025-05-06 17:15:00-04:00,94620.75,94658.0,94590.25,94658.0,-1.0
2025-05-06 17:20:00-04:00,94658.0,94658.0,94589.5,94595.5,-1.0
2025-05-06 17:25:00-04:00,94595.5,94608.5,94478.25,94516.5,-1.0
2025-05-06 17:30:00-04:00,94516.5,94565.75,94516.25,94565.75,-1.0
2025-05-06 17:35:00-04:00,94565.75,94655.5,94524.75,94655.5,-1.0
2025-05-06 17:40:00-04:00,94655.5,94662.75,94655.25,94662.75,-1.0
2025-05-06 17:45:00-04:00,94662.75,94716.5,94639.0,94716.5,-1.0
2025-05-06 17:50:00-04:00,94716.5,94716.5,94716.25,94716.5,-1.0
2025-05-06 17:55:00-04:00,94716.5,94716.5,94663.75,94680.25,-1.0
2025-05-06 18:00:00-04:00,94680.25,95386.5,94680.0,95284.5,-1.0
2025-05-06 18:05:00-04:00,95284.5,95515.75,95214.75,95283.75,-1.0
2025-05-06 18:10:00-04:00,95283.75,95283.75,95063.75,95157.0,-1.0
2025-05-06 18:15:00-04:00,95157.0,95477.75,95156.75,95438.25,-1.0
2025-05-06 18:20:00-04:00,95438.25,95501.0,95438.0,95484.5,-1.0
2025-05-06 18:25:00-04:00,95484.5,95641.5,95464.25,95641.5,-1.0
2025-05-06 18:30:00-04:00,95641.5,95897.5,95634.25,95685.25,-1.0
2025-05-06 18:35:00-04:00,95685.25,95788.25,95640.0,95680.5,-1.0
2025-05-06 18:40:00-04:00,95680.5,96152.25,95680.25,96037.5,-1.0
2025-05-06 18:45:00-04:00,96037.5,96155.25,96026.75,96119.75,-1.0
2025-05-06 18:50:00-04:00,96119.75,96275.25,96093.5,96172.0,-1.0
2025-05-06 18:55:00-04:00,96172.0,96277.25,96127.25,96266.5,-1.0
2025-05-06 19:00:00-04:00,96266.5,96430.0,96266.25,96332.0,-1.0
2025-05-06 19:05:00-04:00,96332.0,96406.25,96122.25,96178.0,-1.0
2025-05-06 19:10:00-04:00,96178.0,96202.0,96142.0,96189.5,-1.0
2025-05-06 19:15:00-04:00,96189.5,96403.75,96189.25,96354.5,-1.0
2025-05-06 19:20:00-04:00,96354.5,96723.75,96354.25,96723.75,-1.0
2025-05-06 19:25:00-04:00,96723.75,96792.75,96603.75,96629.25,-1.0
2025-05-06 19:30:00-04:00,96629.25,96636.0,96538.0,96542.5,-1.0
2025-05-06 19:35:00-04:00,96542.5,96584.25,96496.25,96575.25,-1.0
2025-05-06 19:40:00-04:00,96575.25,96858.75,96575.0,96858.75,-1.0
2025-05-06 19:45:00-04:00,96858.75,96880.75,96794.75,96880.75,-1.0
2025-05-06 19:50:00-04:00,96880.75,96920.5,96786.0,96823.25,-1.0
2025-05-06 19:55:00-04:00,96823.25,96880.25,96806.0,96840.5,-1.0
2025-05-06 20:00:00-04:00,96840.5,96952.75,96781.0,96793.75,-1.0
2025-05-06 20:05:00-04:00,96793.75,97078.75,96793.5,96881.25,-1.0
2025-05-06 20:10:00-04:00,96881.25,97021.5,96881.0,97012.5,-1.0
2025-05-06 20:15:00-04:00,97012.5,97074.25,97005.0,97072.0,-1.0
2025-05-06 20:20:00-04:00,97072.0,97497.25,97071.75,97409.0,-1.0
2025-05-06 20:25:00-04:00,97409.0,97434.5,97190.25,97250.5,-1.0
2025-05-06 20:30:00-04:00,97250.5,97312.75,97171.25,97171.5,-1.0
2025-05-06 20:35:00-04:00,97171.5,97228.25,97151.25,97164.25,-1.0
2025-05-06 20:40:00-04:00,97164.25,97257.75,97144.75,97226.5,-1.0
2025-05-06 20:45:00-04:00,97226.5,97353.0,97158.75,97174.25,-1.0
2025-05-06 20:50:00-04:00,97174.25,97382.25,97174.0,97382.25,-1.0
2025-05-06 20:55:00-04:00,97382.25,97456.5,97350.5,97450.75,-1.0
2025-05-06 21:00:00-04:00,97450.75,97631.5,97431.25,97605.25,-1.0
2025-05-06 21:05:00-04:00,97605.25,97720.75,97479.0,97503.5,-1.0
2025-05-06 21:10:00-04:00,97503.5,97503.5,97452.25,97499.5,-1.0
2025-05-06 21:15:00-04:00,97499.5,97552.0,97428.0,97490.0,-1.0
2025-05-06 21:20:00-04:00,97490.0,97567.25,97459.25,97464.5,-1.0
2025-05-06 21:25:00-04:00,97464.5,97537.0,97450.5,97535.75,-1.0
2025-05-06 21:30:00-04:00,97535.75,97541.25,97472.75,97497.25,-1.0
2025-05-06 21:35:00-04:00,97497.25,97540.25,97445.5,97462.25,-1.0
2025-05-06 21:40:00-04:00,97462.25,97523.75,97307.5,97308.75,-1.0
2025-05-06 21:45:00-04:00,97308.75,97317.75,97267.25,97296.5,-1.0
2025-05-06 21:50:00-04:00,97296.5,97441.5,97296.25,97434.75,-1.0
2025-05-06 21:55:00-04:00,97434.75,97434.75,97216.5,97253.0,-1.0
2025-05-06 22:00:00-04:00,97253.0,97270.5,97177.5,97197.5,-1.0
2025-05-06 22:05:00-04:00,97197.5,97197.5,96908.75,96919.75,-1.0
2025-05-06 22:10:00-04:00,96919.75,96968.5,96834.0,96966.5,-1.0
2025-05-06 22:15:00-04:00,96966.5,97015.25,96865.0,97014.75,-1.0
2025-05-06 22:20:00-04:00,97014.75,97048.0,97014.5,97041.25,-1.0
2025-05-06 22:25:00-04:00,97041.25,97041.25,96866.0,96882.5,-1.0
2025-05-06 22:30:00-04:00,96882.5,96891.5,96797.75,96806.75,-1.0
2025-05-06 22:35:00-04:00,96806.75,96822.0,96806.5,96813.0,-1.0
2025-05-06 22:40:00-04:00,96813.0,96813.0,96730.25,96730.5,-1.0
2025-05-06 22:45:00-04:00,96730.5,96730.5,96656.25,96656.5,-1.0
2025-05-06 22:50:00-04:00,96656.5,96656.5,96502.5,96589.75,-1.0
2025-05-06 22:55:00-04:00,96589.75,96642.0,96589.5,96626.0,-1.0
2025-05-06 23:00:00-04:00,96626.0,96649.5,96484.75,96509.0,-1.0
2025-05-06 23:05:00-04:00,96509.0,96534.5,96425.25,96427.0,-1.0
2025-05-06 23:10:00-04:00,96427.0,96427.0,96369.0,96403.0,-1.0
2025-05-06 23:15:00-04:00,96403.0,96403.0,96253.0,96303.0,-1.0
2025-05-06 23:20:00-04:00,96303.0,96380.5,96213.25,96345.75,-1.0
2025-05-06 23:25:00-04:00,96345.75,96472.0,96319.5,96427.75,-1.0
2025-05-06 23:30:00-04:00,96427.75,96542.0,96427.5,96542.0,-1.0
2025-05-06 23:35:00-04:00,96542.0,96579.75,96478.5,96547.25,-1.0
2025-05-06 23:40:00-04:00,96547.25,96547.25,96472.5,96484.25,-1.0
2025-05-06 23:45:00-04:00,96484.25,96484.25,96445.5,96445.75,-1.0
2025-05-06 23:50:00-04:00,96445.75,96551.5,96430.75,96546.0,-1.0
2025-05-06 23:55:00-04:00,96546.0,96556.0,96475.25,96495.5,-1.0
2025-05-07 00:00:00-04:00,96495.5,96577.75,96495.25,96577.75,-1.0
2025-05-07 00:05:00-04:00,96577.75,96615.0,96544.5,96615.0,-1.0
2025-05-07 00:10:00-04:00,96615.0,96678.25,96610.0,96673.0,-1.0
2025-05-07 00:15:00-04:00,96673.0,96673.0,96645.75,96646.0,-1.0
2025-05-07 00:20:00-04:00,96646.0,96646.0,96616.0,96629.75,-1.0
2025-05-07 00:25:00-04:00,96629.75,96629.75,96561.5,96561.75,-1.0
2025-05-07 00:30:00-04:00,96561.75,96561.75,96447.5,96473.5,-1.0
2025-05-07 00:35:00-04:00,96473.5,96493.5,96473.25,96488.5,-1.0
2025-05-07 00:40:00-04:00,96488.5,96488.5,96488.25,96488.5,-1.0
2025-05-07 00:45:00-04:00,96488.5,96519.25,96456.75,96457.75,-1.0
2025-05-07 00:50:00-04:00,96457.75,96561.75,96402.75,96555.25,-1.0
2025-05-07 00:55:00-04:00,96555.25,96588.5,96554.25,96565.25,-1.0
2025-05-07 01:00:00-04:00,96565.25,96565.25,96505.25,96513.0,-1.0
2025-05-07 01:05:00-04:00,96513.0,96513.0,96458.0,96486.75,-1.0
2025-05-07 01:10:00-04:00,96486.75,96525.5,96460.5,96464.5,-1.0
2025-05-07 01:15:00-04:00,96464.5,96464.5,96433.25,96464.0,-1.0
2025-05-07 01:20:00-04:00,96464.0,96485.0,96433.5,96433.75,-1.0
2025-05-07 01:25:00-04:00,96433.75,96433.75,96385.0,96410.75,-1.0
2025-05-07 01:30:00-04:00,96410.75,96481.0,96410.5,96412.25,-1.0
2025-05-07 01:35:00-04:00,96412.25,96412.25,96337.0,96337.25,-1.0
2025-05-07 01:40:00-04:00,96337.25,96374.25,96337.0,96357.0,-1.0
2025-05-07 01:45:00-04:00,96357.0,96394.75,96317.5,96355.5,-1.0
2025-05-07 01:50:00-04:00,96355.5,96372.0,96341.25,96341.5,-1.0
