date,open,high,low,close,volume
2025-05-06 16:01:00-04:00,94955.0,94955.0,94916.75,94922.25,-1.0
2025-05-06 16:02:00-04:00,94922.25,94922.25,94922.0,94922.25,-1.0
2025-05-06 16:03:00-04:00,94922.25,94933.75,94922.0,94933.75,-1.0
2025-05-06 16:04:00-04:00,94933.75,94956.75,94933.5,94956.75,-1.0
2025-05-06 16:05:00-04:00,94956.75,94988.25,94956.5,94988.25,-1.0
2025-05-06 16:06:00-04:00,94988.25,95025.25,94988.0,95025.25,-1.0
2025-05-06 16:07:00-04:00,95025.25,95025.25,95025.0,95025.25,-1.0
2025-05-06 16:08:00-04:00,95025.25,95025.25,94981.75,94982.0,-1.0
2025-05-06 16:09:00-04:00,94982.0,94993.75,94962.5,94991.25,-1.0
2025-05-06 16:10:00-04:00,94991.25,94991.25,94991.0,94991.25,-1.0
2025-05-06 16:11:00-04:00,94991.25,95023.5,94991.0,95021.0,-1.0
2025-05-06 16:12:00-04:00,95021.0,95030.0,95020.75,95030.0,-1.0
2025-05-06 16:13:00-04:00,95030.0,95030.0,95029.75,95030.0,-1.0
2025-05-06 16:14:00-04:00,95030.0,95030.5,95029.75,95030.25,-1.0
2025-05-06 16:15:00-04:00,95030.25,95030.25,95012.0,95012.25,-1.0
2025-05-06 16:16:00-04:00,95012.25,95012.25,94964.5,94964.75,-1.0
2025-05-06 16:17:00-04:00,94964.75,94964.75,94964.5,94964.75,-1.0
2025-05-06 16:18:00-04:00,94964.75,94993.25,94964.5,94993.25,-1.0
2025-05-06 16:19:00-04:00,94993.25,94993.25,94993.0,94993.25,-1.0
2025-05-06 16:20:00-04:00,94993.25,94993.25,94949.0,94949.25,-1.0
2025-05-06 16:21:00-04:00,94949.25,94963.75,94935.0,94963.75,-1.0
2025-05-06 16:22:00-04:00,94963.75,94963.75,94963.5,94963.75,-1.0
2025-05-06 16:23:00-04:00,94963.75,94963.75,94925.75,94926.0,-1.0
2025-05-06 16:24:00-04:00,94926.0,94926.0,94908.75,94909.0,-1.0
2025-05-06 16:25:00-04:00,94909.0,94909.0,94908.5,94908.75,-1.0
2025-05-06 16:26:00-04:00,94908.75,94908.75,94857.25,94867.0,-1.0
2025-05-06 16:27:00-04:00,94867.0,94867.0,94854.0,94854.25,-1.0
2025-05-06 16:28:00-04:00,94854.25,94854.25,94832.25,94832.5,-1.0
2025-05-06 16:29:00-04:00,94832.5,94832.5,94802.0,94802.25,-1.0
2025-05-06 16:30:00-04:00,94802.25,94802.25,94802.0,94802.25,-1.0
2025-05-06 16:31:00-04:00,94802.25,94802.25,94769.25,94769.5,-1.0
2025-05-06 16:32:00-04:00,94769.5,94769.5,94769.25,94769.5,-1.0
2025-05-06 16:33:00-04:00,94769.5,94769.5,94769.25,94769.5,-1.0
2025-05-06 16:34:00-04:00,94769.5,94769.5,94705.0,94726.0,-1.0
2025-05-06 16:35:00-04:00,94726.0,94726.0,94686.5,94686.75,-1.0
2025-05-06 16:36:00-04:00,94686.75,94686.75,94684.75,94685.0,-1.0
2025-05-06 16:37:00-04:00,94685.0,94685.0,94667.25,94667.5,-1.0
2025-05-06 16:38:00-04:00,94667.5,94692.5,94667.25,94692.5,-1.0
2025-05-06 16:39:00-04:00,94692.5,94692.5,94667.0,94667.25,-1.0
2025-05-06 16:40:00-04:00,94667.25,94667.25,94667.0,94667.25,-1.0
2025-05-06 16:41:00-04:00,94667.25,94667.25,94667.0,94667.25,-1.0
2025-05-06 16:42:00-04:00,94667.25,94667.25,94667.0,94667.25,-1.0
2025-05-06 16:43:00-04:00,94667.25,94725.0,94667.0,94725.0,-1.0
2025-05-06 16:44:00-04:00,94725.0,94725.0,94724.75,94725.0,-1.0
2025-05-06 16:45:00-04:00,94725.0,94741.0,94724.75,94741.0,-1.0
2025-05-06 16:46:00-04:00,94741.0,94741.0,94740.75,94741.0,-1.0
2025-05-06 16:47:00-04:00,94741.0,94741.0,94702.75,94703.0,-1.0
2025-05-06 16:48:00-04:00,94703.0,94703.0,94698.25,94698.5,-1.0
2025-05-06 16:49:00-04:00,94698.5,94698.5,94698.0,94698.25,-1.0
2025-05-06 16:50:00-04:00,94698.25,94698.25,94673.75,94674.0,-1.0
2025-05-06 16:51:00-04:00,94674.0,94720.0,94673.75,94720.0,-1.0
2025-05-06 16:52:00-04:00,94720.0,94720.0,94719.75,94720.0,-1.0
2025-05-06 16:53:00-04:00,94720.0,94720.0,94719.75,94720.0,-1.0
2025-05-06 16:54:00-04:00,94720.0,94720.0,94719.75,94720.0,-1.0
2025-05-06 16:55:00-04:00,94720.0,94720.0,94705.5,94705.75,-1.0
2025-05-06 16:56:00-04:00,94705.75,94731.0,94705.5,94731.0,-1.0
2025-05-06 16:57:00-04:00,94731.0,94772.5,94730.75,94771.5,-1.0
2025-05-06 16:58:00-04:00,94771.5,94771.5,94735.5,94744.0,-1.0
2025-05-06 16:59:00-04:00,94744.0,94744.0,94718.0,94718.25,-1.0
2025-05-06 17:00:00-04:00,94718.25,94718.25,94718.0,94718.25,-1.0
2025-05-06 17:01:00-04:00,94718.25,94750.25,94718.0,94750.25,-1.0
2025-05-06 17:02:00-04:00,94750.25,94750.25,94750.0,94750.25,-1.0
2025-05-06 17:03:00-04:00,94750.25,94760.25,94750.0,94755.25,-1.0
2025-05-06 17:04:00-04:00,94755.25,94796.75,94755.0,94796.75,-1.0
2025-05-06 17:05:00-04:00,94796.75,94801.75,94796.5,94801.75,-1.0
2025-05-06 17:06:00-04:00,94801.75,94801.75,94801.5,94801.75,-1.0
2025-05-06 17:07:00-04:00,94801.75,94801.75,94766.0,94766.25,-1.0
2025-05-06 17:08:00-04:00,94766.25,94766.25,94766.0,94766.25,-1.0
2025-05-06 17:09:00-04:00,94766.25,94766.25,94766.0,94766.25,-1.0
2025-05-06 17:10:00-04:00,94766.25,94766.25,94766.0,94766.25,-1.0
2025-05-06 17:11:00-04:00,94766.25,94766.25,94752.5,94752.75,-1.0
2025-05-06 17:12:00-04:00,94752.75,94752.75,94752.5,94752.75,-1.0
2025-05-06 17:13:00-04:00,94752.75,94752.75,94691.25,94691.75,-1.0
2025-05-06 17:14:00-04:00,94691.75,94691.75,94620.5,94620.75,-1.0
2025-05-06 17:15:00-04:00,94620.75,94620.75,94590.25,94592.5,-1.0
2025-05-06 17:16:00-04:00,94592.5,94615.0,94592.25,94615.0,-1.0
2025-05-06 17:17:00-04:00,94615.0,94638.5,94614.75,94638.5,-1.0
2025-05-06 17:18:00-04:00,94638.5,94658.0,94638.25,94658.0,-1.0
2025-05-06 17:19:00-04:00,94658.0,94658.0,94657.75,94658.0,-1.0
2025-05-06 17:20:00-04:00,94658.0,94658.0,94657.75,94658.0,-1.0
2025-05-06 17:21:00-04:00,94658.0,94658.0,94641.75,94641.75,-1.0
2025-05-06 17:22:00-04:00,94641.75,94644.5,94594.25,94596.5,-1.0
2025-05-06 17:23:00-04:00,94596.5,94596.5,94589.5,94594.75,-1.0
2025-05-06 17:24:00-04:00,94594.75,94596.0,94594.5,94595.5,-1.0
